"Step","Name: ppo_me_neg30p10 - Training/objective_proportion","Name: ppo_me_neg30p10 - Training/objective_proportion__MIN","Name: ppo_me_neg30p10 - Training/objective_proportion__MAX","Name: ppo_me_neg30p100 - Training/objective_proportion","Name: ppo_me_neg30p100 - Training/objective_proportion__MIN","Name: ppo_me_neg30p100 - Training/objective_proportion__MAX","Name: ppo_me30 - Training/objective_proportion","Name: ppo_me30 - Training/objective_proportion__MIN","Name: ppo_me30 - Training/objective_proportion__MAX"
"562","0.05565423327412669","0.05328596802841915","0.060390763765541734","0.06631142687981047","0.06039076376554158","0.07104795737122549","0.050325636471284796","0.04085257548845472","0.06394316163410302"
"563","0.055555555555555546","0.05319148936170209","0.06028368794326241","0.06619385342789591","0.060283687943262255","0.07092198581560274","0.05023640661938536","0.04078014184397165","0.06382978723404255"
"564","0.05604719764011798","0.05309734513274337","0.06017699115044248","0.06607669616519167","0.060176991150442324","0.07079646017699105","0.05073746312684368","0.04070796460176993","0.06548672566371681"
"565","0.055948174322732615","0.0530035335689046","0.06007067137809187","0.06595995288574787","0.06007067137809172","0.0706713780918727","0.05064782096584217","0.04063604240282687","0.06537102473498232"
"566","0.05584950029394473","0.05291005291005292","0.059964726631393295","0.06584362139917688","0.05996472663139314","0.07054673721340378","0.05114638447971783","0.04056437389770725","0.06701940035273368"
"567","0.05575117370892018","0.05281690140845072","0.05985915492957746","0.06572769953051637","0.05985915492957731","0.0704225352112675","0.05105633802816903","0.04049295774647889","0.06690140845070422"
"568","0.055653192735793784","0.052724077328646764","0.05975395430579965","0.06561218512009365","0.059753954305799495","0.0702987697715289","0.05096660808435854","0.04042179261862919","0.06678383128295254"
"569","0.05555555555555555","0.05263157894736844","0.05964912280701754","0.06549707602339173","0.05964912280701739","0.07017543859649113","0.05087719298245615","0.04035087719298247","0.06666666666666665"
"570","0.05545826036193812","0.05253940455341508","0.0595446584938704","0.06538237011091645","0.05954465849387025","0.07005253940455332","0.051371862230005845","0.04203152364273206","0.06654991243432573"
"571","0.05536130536130535","0.05244755244755247","0.05944055944055944","0.0652680652680652","0.05944055944055929","0.06993006993006984","0.05128205128205129","0.041958041958041974","0.06643356643356642"
"572","0.055264688772542175","0.0523560209424084","0.059336823734729496","0.06573589296102378","0.059336823734729344","0.07155322862129136","0.052356020942408384","0.043630017452006994","0.06806282722513088"
"573","0.05516840882694541","0.05226480836236936","0.059233449477351915","0.06562137049941921","0.05923344947735177","0.07142857142857134","0.05226480836236935","0.04355400696864113","0.06794425087108012"
"574","0.05507246376811594","0.052173913043478286","0.059130434782608696","0.06550724637681153","0.05913043478260855","0.07130434782608687","0.052173913043478265","0.04347826086956524","0.06782608695652172"
"575","0.05497685185185185","0.052083333333333356","0.059027777777777776","0.06539351851851845","0.05902777777777763","0.07118055555555547","0.05208333333333334","0.0434027777777778","0.06770833333333331"
"576","0.05545927209705372","0.053726169844020774","0.05892547660311958","0.06528018486424025","0.058925476603119434","0.07105719237435","0.05199306759098788","0.04332755632582324","0.06759098786828421"
"577","0.05536332179930795","0.05363321799307956","0.0588235294117647","0.06516724336793535","0.05882352941176456","0.07093425605536323","0.05190311418685122","0.04325259515570936","0.06747404844290655"
"578","0.05526770293609671","0.05354058721934367","0.058721934369602755","0.0650546919976971","0.058721934369602616","0.07081174438687383","0.051813471502590684","0.04317789291882558","0.06735751295336785"
"579","0.05517241379310345","0.05344827586206894","0.058620689655172406","0.06494252873563211","0.05862068965517227","0.07068965517241371","0.051724137931034496","0.043103448275862086","0.06724137931034481"
"580","0.05507745266781411","0.053356282271944895","0.05851979345955249","0.06483075157773947","0.05851979345955235","0.07056798623063676","0.051635111876075744","0.043029259896729795","0.06712564543889843"
"581","0.0549828178694158","0.053264604810996534","0.05841924398625429","0.06471935853379146","0.05841924398625415","0.07044673539518893","0.05154639175257733","0.04295532646048112","0.0670103092783505"
"582","0.05488850771869639","0.053173241852487105","0.05831903945111492","0.0646083476272155","0.05831903945111478","0.0703259005145797","0.052029731275014306","0.04288164665523158","0.06689536878216122"
"583","0.0547945205479452","0.05308219178082189","0.05821917808219178","0.06449771689497712","0.05821917808219164","0.07020547945205473","0.051940639269406404","0.04280821917808221","0.06678082191780821"
"584","0.054700854700854694","0.05299145299145296","0.058119658119658114","0.06438746438746433","0.058119658119657976","0.07008547008547002","0.05242165242165243","0.04273504273504276","0.06666666666666665"
"585","0.054607508532423195","0.05290102389078495","0.058020477815699655","0.0648464163822525","0.058020477815699516","0.07167235494880539","0.05290102389078499","0.04436860068259388","0.06655290102389078"
"586","0.05508233957978421","0.05281090289608174","0.05792163543441226","0.06473594548551953","0.05792163543441212","0.07155025553662685","0.052810902896081785","0.044293015332197636","0.06643952299829642"
"587","0.05498866213151926","0.05272108843537412","0.057823129251700675","0.06462585034013599","0.057823129251700536","0.07142857142857136","0.05272108843537416","0.04421768707482995","0.06632653061224489"
"588","0.05489530277306168","0.05263157894736839","0.057724957555178265","0.064516129032258","0.057724957555178126","0.07130730050933778","0.05263157894736844","0.0441426146010187","0.066213921901528"
"589","0.054802259887005635","0.0525423728813559","0.05762711864406779","0.06440677966101688","0.05762711864406765","0.07118644067796602","0.052542372881355943","0.04406779661016951","0.06610169491525422"
"590","0.054709531866892265","0.05245346869712349","0.05752961082910321","0.06429780033840941","0.05752961082910307","0.07106598984771566","0.05245346869712353","0.04399323181049072","0.06598984771573603"
"591","0.05461711711711711","0.05236486486486483","0.05743243243243243","0.06418918918918913","0.05743243243243229","0.07094594594594587","0.05236486486486488","0.04391891891891894","0.06587837837837837"
"592","0.05452501405283866","0.05227655986509271","0.05733558178752107","0.06464305789769527","0.057335581787520934","0.07251264755480599","0.05227655986509277","0.04384485666104555","0.0657672849915683"
"593","0.05443322109988776","0.05218855218855215","0.057239057239057235","0.0645342312008978","0.057239057239057096","0.07239057239057231","0.05218855218855221","0.043771043771043794","0.06565656565656565"
"594","0.054341736694677865","0.052100840336134414","0.05714285714285714","0.06442577030812319","0.057142857142857","0.07226890756302513","0.05210084033613447","0.043697478991596664","0.06554621848739495"
"595","0.05425055928411632","0.052013422818791906","0.05704697986577181","0.06431767337807599","0.057046979865771674","0.07214765100671133","0.05201342281879196","0.04362416107382553","0.06543624161073824"
"596","0.05415968732551646","0.05192629815745389","0.05695142378559464","0.0642099385817978","0.0569514237855945","0.07202680067001667","0.051926298157453955","0.04355108877721946","0.06532663316582914"
"597","0.05462653288740244","0.0518394648829431","0.056856187290969896","0.06410256410256403","0.05685618729096976","0.07190635451505009","0.051839464882943165","0.043478260869565244","0.06521739130434782"
"598","0.05453533667223148","0.051752921535893115","0.056761268781302165","0.06399554813578177","0.05676126878130203","0.07178631051752914","0.05175292153589318","0.04340567612687816","0.0651085141903172"
"599","0.05444444444444443","0.051666666666666625","0.056666666666666664","0.06444444444444437","0.05833333333333319","0.07166666666666659","0.051666666666666694","0.04333333333333336","0.065"
"600","0.054353854686633375","0.051580698835274504","0.056572379367720464","0.06433721575152516","0.05823627287853563","0.07154742096505816","0.05158069883527456","0.043261231281198034","0.064891846921797"
"601","0.054263565891472854","0.051495016611295644","0.05647840531561461","0.0647840531561461","0.0598006644518271","0.07142857142857136","0.051495016611295706","0.04318936877076415","0.06478405315614617"
"602","0.054173576561636246","0.05140961857379764","0.056384742951907124","0.06467661691542281","0.05970149253731329","0.07131011608623541","0.0514096185737977","0.043117744610281956","0.06467661691542288"
"603","0.054083885209713016","0.05132450331125824","0.05629139072847682","0.06512141280353194","0.05960264900662238","0.07119205298013237","0.0513245033112583","0.04304635761589407","0.06456953642384106"
"604","0.05399449035812671","0.05123966942148757","0.05619834710743801","0.06501377410468312","0.05950413223140482","0.07107438016528918","0.05123966942148763","0.04297520661157028","0.06446280991735537"
"605","0.0539053905390539","0.05115511551155112","0.056105610561056105","0.06490649064906483","0.059405940594059264","0.07095709570957087","0.05170517051705172","0.04290429042904294","0.066006600660066"
"606","0.053816584294343765","0.05107084019769354","0.05601317957166392","0.06479956068094446","0.05930807248764401","0.07084019769357487","0.05161998901702364","0.04283360790774303","0.06589785831960461"
"607","0.05372807017543859","0.05098684210526312","0.05592105263157895","0.06469298245614026","0.05921052631578933","0.07072368421052623","0.05153508771929827","0.04276315789473687","0.06578947368421052"
"608","0.05363984674329501","0.050903119868637076","0.05582922824302135","0.06513409961685816","0.06075533661740544","0.07060755336617397","0.051450465243568715","0.042692939244663414","0.06568144499178982"
"609","0.0540983606557377","0.050819672131147506","0.0557377049180328","0.0655737704918032","0.06229508196721297","0.07049180327868844","0.05136612021857926","0.04262295081967216","0.06557377049180328"
"610","0.05400981996726676","0.05073649754500815","0.05564648117839609","0.06546644844517176","0.06219312602291312","0.07037643207855965","0.0512820512820513","0.042553191489361736","0.06546644844517185"
"611","0.053921568627450976","0.050653594771241796","0.05555555555555557","0.06535947712418293","0.06209150326797372","0.07026143790849664","0.05119825708061004","0.04248366013071899","0.06535947712418301"
"612","0.05383360522022838","0.05057096247960845","0.05546492659053835","0.06525285481239797","0.061990212071778","0.0701468189233278","0.05111473626971183","0.042414355628058766","0.06525285481239805"
"613","0.05374592833876221","0.05048859934853417","0.05537459283387624","0.06514657980456018","0.06188925081433211","0.07003257328990219","0.05157437567861023","0.04234527687296421","0.06677524429967427"
"614","0.053658536585365846","0.05040650406504062","0.055284552845528474","0.06504065040650397","0.061788617886178725","0.06991869918699177","0.051490514905149075","0.04227642276422768","0.06666666666666667"
"615","0.05357142857142857","0.05032467532467529","0.05519480519480521","0.06493506493506485","0.06168831168831155","0.0698051948051947","0.05140692640692643","0.04220779220779225","0.06655844155844155"
"616","0.05348460291734197","0.05024311183144243","0.055105348460291755","0.06482982171799019","0.06158833063209062","0.06969205834683945","0.05132360886007566","0.04213938411669372","0.06645056726094002"
"617","0.05339805825242718","0.050161812297734594","0.05501618122977348","0.06472491909385104","0.061488673139158435","0.06957928802588986","0.05124056094929883","0.04207119741100328","0.0663430420711974"
"618","0.05331179321486268","0.05008077544426491","0.05492730210016157","0.06462035541195468","0.061389337641356886","0.06946688206785127","0.05115778136779755","0.04200323101777064","0.06623586429725363"
"619","0.053763440860215055","0.05161290322580642","0.05483870967741938","0.06505376344086013","0.06290322580645147","0.06935483870967732","0.05107526881720432","0.04193548387096779","0.0661290322580645"
"620","0.053676865271068165","0.05152979066022541","0.054750402576489554","0.0649490069779924","0.06280193236714961","0.06924315619967784","0.050993022007514786","0.04186795491143322","0.06602254428341384"
"621","0.05359056806002144","0.051446945337620544","0.05466237942122189","0.06484458735262584","0.06270096463022493","0.06913183279742756","0.050911039657020395","0.04180064308681677","0.06591639871382636"
"622","0.05350454788657036","0.05136436597110751","0.05457463884430179","0.06527554842161574","0.0626003210272873","0.06902086677367567","0.05082932049224187","0.04173354735152493","0.06581059390048154"
"623","0.053418803418803416","0.051282051282051246","0.05448717948717951","0.06517094017094008","0.06249999999999998","0.06891025641025632","0.05074786324786328","0.04166666666666672","0.06570512820512821"
"624","0.05333333333333334","0.05119999999999996","0.054400000000000025","0.06506666666666658","0.062399999999999976","0.0687999999999999","0.05066666666666669","0.041600000000000054","0.0656"
"625","0.053248136315228976","0.05111821086261977","0.05431309904153357","0.06496272630457925","0.06230031948881787","0.06869009584664527","0.05111821086261984","0.04153354632587865","0.06709265175718851"
"626","0.053163211057947905","0.05103668261562995","0.05422647527910689","0.06485911749069635","0.06220095693779902","0.0685805422647527","0.05103668261563002","0.041467304625199417","0.06698564593301437"
"627","0.053609341825902344","0.05254777070063691","0.05414012738853506","0.06528662420382157","0.06210191082802546","0.06847133757961775","0.05095541401273888","0.04140127388535037","0.06687898089171976"
"628","0.05352411234764176","0.052464228934817135","0.054054054054054085","0.06518282988871216","0.06200317965023845","0.06836248012718593","0.05087440381558032","0.041335453100159035","0.06677265500794914"
"629","0.053439153439153446","0.05238095238095235","0.053968253968254","0.065079365079365","0.061904761904761886","0.06825396825396818","0.05079365079365083","0.041269841269841324","0.06666666666666668"
"630","0.05335446381405177","0.052297939778129916","0.05388272583201271","0.06497622820919167","0.061806656101426286","0.06814580031695713","0.05071315372424726","0.04120443740095093","0.0665610142630745"
"631","0.053270042194092836","0.05221518987341769","0.05379746835443041","0.06540084388185645","0.061708860759493646","0.06803797468354422","0.05063291139240509","0.041139240506329174","0.06645569620253165"
"632","0.05371248025276462","0.05371248025276458","0.05371248025276464","0.06529752501316473","0.061611374407582915","0.06793048973143752","0.05055292259083732","0.04107424960505535","0.06635071090047394"
"633","0.05362776025236593","0.053627760252365896","0.05362776025236596","0.0651945320715036","0.06151419558359619","0.06782334384858037","0.05047318611987386","0.04100946372239754","0.06624605678233439"
"634","0.05406824146981628","0.053543307086614186","0.05511811023622044","0.06561679790026238","0.06141732283464565","0.0677165354330708","0.0503937007874016","0.04094488188976384","0.06614173228346457"
"635","0.0539832285115304","0.05345911949685536","0.05503144654088047","0.06551362683438146","0.06132075471698111","0.06761006289308169","0.050314465408805055","0.04088050314465415","0.0660377358490566"
"636","0.053898482469911045","0.053375196232339106","0.05494505494505491","0.0654107796964939","0.061224489795918345","0.06750392464678172","0.05023547880690741","0.040816326530612304","0.06593406593406594"
"637","0.053814002089864164","0.053291536050156754","0.054858934169278964","0.06530825496342729","0.061128526645768004","0.06739811912225699","0.05015673981191226","0.04075235109717874","0.06583072100313479"
"638","0.05372978612415232","0.05320813771517998","0.05477308294209699","0.06572769953051634","0.06103286384976524","0.06885758998435039","0.05059989567031823","0.040688575899843565","0.06572769953051642"
"639","0.05364583333333334","0.05312500000000001","0.054687499999999965","0.06562499999999992","0.06093749999999998","0.06874999999999984","0.050520833333333355","0.04062500000000006","0.06562499999999999"
"640","0.05356214248569943","0.05304212168486741","0.05460218408736346","0.06552262090483611","0.060842433697347875","0.06864274570982823","0.05044201768070725","0.04056162246489865","0.06552262090483618"
"641","0.05347871235721704","0.05295950155763241","0.05451713395638626","0.06542056074766346","0.06074766355140185","0.06853582554517118","0.050363447559709264","0.040498442367601306","0.06542056074766354"
"642","0.05339554173146708","0.05287713841368586","0.054432348367029516","0.06531881804043538","0.060653188180404334","0.0684292379471227","0.050285121824779705","0.040435458786936294","0.06531881804043545"
"643","0.05331262939958592","0.05279503105590063","0.05434782608695649","0.06521739130434774","0.06055900621118011","0.06832298136645946","0.05020703933747414","0.04037267080745347","0.06521739130434781"
"644","0.05322997416020672","0.05271317829457365","0.05426356589147284","0.06511627906976736","0.06046511627906975","0.06821705426356572","0.050129198966408293","0.0403100775193799","0.06511627906976743"
"645","0.053147574819401446","0.052631578947368425","0.054179566563467466","0.06501547987616091","0.06037151702786376","0.06811145510835896","0.05005159958720332","0.04024767801857591","0.06501547987616098"
"646","0.05306543019062338","0.05255023183925812","0.05409582689335391","0.06491499227202464","0.060278207109737234","0.06800618238021622","0.04997424008243176","0.040185471406491556","0.06491499227202471"
"647","0.0529835390946502","0.05246913580246914","0.054012345679012315","0.06532921810699581","0.06018518518518517","0.06944444444444428","0.049897119341563816","0.04012345679012352","0.0648148148148148"
"648","0.05290190035952747","0.052388289676425275","0.05392912172573187","0.06522855675398041","0.06009244992295838","0.06933744221879799","0.04982023626091425","0.04006163328197233","0.06471494607087826"
"649","0.05282051282051282","0.05230769230769231","0.05384615384615382","0.06564102564102557","0.059999999999999984","0.07076923076923061","0.04974358974358977","0.04000000000000006","0.0646153846153846"
"650","0.05273937532002049","0.0522273425499232","0.05376344086021503","0.06554019457245255","0.05990783410138247","0.07066052227342534","0.049667178699436786","0.039938556067588386","0.06451612903225805"
"651","0.052658486707566454","0.052147239263803685","0.053680981595092","0.06543967280163591","0.05981595092024538","0.07055214723926365","0.049591002044989806","0.039877300613496994","0.06441717791411042"
"652","0.05308831036242981","0.05206738131699847","0.05513016845329247","0.06533945890760584","0.05972434915773352","0.07044410413476247","0.049515058703420135","0.03981623277182242","0.06431852986217457"
"653","0.053007135575942915","0.051987767584097865","0.055045871559633","0.06523955147808351","0.05963302752293576","0.0703363914373087","0.04943934760448524","0.03975535168195725","0.06422018348623852"
"654","0.05292620865139949","0.05190839694656489","0.05496183206106868","0.06513994910941467","0.05954198473282441","0.07022900763358762","0.049363867684478396","0.03969465648854968","0.06412213740458014"
"655","0.052845528455284556","0.05182926829268293","0.054878048780487784","0.06554878048780481","0.059451219512195105","0.07164634146341448","0.04928861788617889","0.03963414634146348","0.06402439024390243"
"656","0.05276509386098427","0.05175038051750381","0.05479452054794518","0.06544901065449003","0.05936073059360729","0.07153729071537275","0.04921359715880266","0.039573820395738264","0.06392694063926939"
"657","0.052684903748733546","0.05167173252279636","0.054711246200607876","0.06534954407294824","0.05927051671732521","0.07142857142857127","0.04964539007092201","0.03951367781155021","0.06534954407294831"
"658","0.05260495700556398","0.05159332321699545","0.054628224582701036","0.06525037936267064","0.05918057663125947","0.07132018209408178","0.0495700556398584","0.03945371775417305","0.0652503793626707"
"659","0.05252525252525253","0.05151515151515152","0.05454545454545452","0.06515151515151507","0.059090909090909076","0.07121212121212105","0.050000000000000024","0.03939393939393945","0.06515151515151514"
"660","0.05244578920827029","0.05143721633888049","0.0544629349470499","0.06505295007564289","0.05900151285930407","0.07110438729198168","0.04992435703479579","0.03933434190620278","0.06505295007564295"
"661","0.05236656596173212","0.0513595166163142","0.05438066465256795","0.06495468277945611","0.05891238670694863","0.07099697885196359","0.04984894259818734","0.039274924471299155","0.06495468277945618"
"662","0.05228758169934641","0.05128205128205129","0.05429864253393663","0.06485671191553537","0.05882352941176469","0.07088989441930603","0.04977375565610862","0.039215686274509866","0.06485671191553544"
"663","0.052208835341365466","0.05120481927710844","0.0542168674698795","0.06475903614457824","0.05873493975903613","0.07078313253012032","0.04969879518072292","0.03915662650602416","0.0647590361445783"
"664","0.05263157894736842","0.05112781954887219","0.055639097744360884","0.06466165413533827","0.05864661654135337","0.07067669172932314","0.049624060150375966","0.03909774436090232","0.06466165413533834"
"665","0.052552552552552555","0.05105105105105106","0.05555555555555554","0.06456456456456448","0.05855855855855854","0.07057057057057041","0.04954954954954958","0.0390390390390391","0.06456456456456455"
"666","0.052473763118440785","0.05097451274362819","0.05547226386806595","0.06446776611694145","0.058470764617691136","0.07046476761619175","0.049975012493753156","0.0389805097451275","0.06596701649175411"
"667","0.05239520958083833","0.05089820359281438","0.05538922155688621","0.06487025948103785","0.05838323353293411","0.07185628742514955","0.049900199600798424","0.03892215568862282","0.06586826347305388"
"668","0.052316890881913304","0.0508221225710015","0.055306427503736905","0.06477329347284497","0.05829596412556052","0.07174887892376666","0.04982561036372698","0.03886397608370709","0.06576980568011957"
"669","0.05223880597014926","0.05074626865671642","0.05522388059701491","0.06467661691542281","0.05820895522388058","0.07164179104477597","0.04975124378109455","0.0388059701492538","0.06567164179104476"
"670","0.05216095380029807","0.050670640834575266","0.055141579731743655","0.06458022851465467","0.05812220566318925","0.07153502235469433","0.04967709885742675","0.038748137108792914","0.06557377049180327"
"671","0.05208333333333334","0.0505952380952381","0.0550595238095238","0.06448412698412691","0.05803571428571427","0.07142857142857127","0.04960317460317463","0.03869047619047626","0.06547619047619047"
"672","0.05200594353640417","0.05052005943536405","0.05497771173848439","0.06488360574541845","0.05794947994056462","0.07280832095096566","0.049529470034670654","0.03863298662704316","0.06537890044576522"
"673","0.05192878338278933","0.05044510385756677","0.054896142433234416","0.06528189910979221","0.057863501483679504","0.07270029673590489","0.04945598417408509","0.03857566765578642","0.06528189910979228"
"674","0.052345679012345686","0.05037037037037038","0.05629629629629629","0.06518518518518511","0.057777777777777754","0.07259259259259244","0.04938271604938274","0.03851851851851859","0.06518518518518518"
"675","0.052268244575936894","0.05029585798816569","0.056213017751479286","0.06508875739644963","0.05769230769230767","0.07248520710059157","0.04930966469428011","0.03846153846153853","0.0650887573964497"
"676","0.05219103889709503","0.05022156573116692","0.056129985228951254","0.0649926144756277","0.05760709010339732","0.07237813884785806","0.04972919743968491","0.03988183161004438","0.06499261447562776"
"677","0.05211406096361849","0.05014749262536874","0.05604719764011799","0.06489675516224182","0.05752212389380529","0.07227138643067832","0.04965585054080632","0.03982300884955759","0.06489675516224189"
"678","0.05203730976926854","0.05007363770250369","0.055964653902798235","0.06480117820324","0.05743740795287185","0.0721649484536081","0.049582719685812494","0.039764359351988285","0.06480117820324006"
"679","0.0519607843137255","0.05000000000000001","0.05588235294117647","0.06470588235294111","0.057352941176470565","0.07205882352941162","0.04950980392156865","0.039705882352941244","0.06470588235294118"
"680","0.052373959862946656","0.0499265785609398","0.05726872246696035","0.06461086637298084","0.057268722466960326","0.07195301027900132","0.04943710230053846","0.03964757709251108","0.06461086637298091"
"681","0.0527859237536657","0.0498533724340176","0.05718475073313783","0.064516129032258","0.0571847507331378","0.07184750733137815","0.049364613880742945","0.03958944281524933","0.06451612903225806"
"682","0.0527086383601757","0.04978038067349927","0.05710102489019033","0.06490971205466074","0.057101024890190304","0.07320644216691054","0.04929233772571989","0.039531478770131835","0.06442166910688141"
"683","0.052631578947368425","0.04970760233918129","0.05701754385964912","0.06530214424951258","0.05701754385964909","0.07456140350877177","0.04970760233918131","0.04093567251461994","0.06432748538011696"
"684","0.05304136253041364","0.04963503649635037","0.058394160583941604","0.06520681265206806","0.056934306569343035","0.07445255474452539","0.0496350364963504","0.04087591240875919","0.06423357664233577"
"685","0.05296404275996114","0.04956268221574345","0.05830903790087463","0.06511175898930993","0.05685131195335274","0.074344023323615","0.04956268221574347","0.040816326530612304","0.0641399416909621"
"686","0.05337214944201845","0.05094614264919942","0.05822416302765648","0.06501698204754965","0.05676855895196503","0.07423580786026185","0.049490538573508026","0.04075691411935959","0.06404657933042213"
"687","0.05329457364341086","0.05087209302325582","0.05813953488372093","0.06492248062015496","0.056686046511627876","0.07412790697674403","0.04941860465116282","0.04069767441860471","0.06395348837209303"
"688","0.05321722302854379","0.050798258345428164","0.05805515239477504","0.06482825350749871","0.05660377358490563","0.07402031930333801","0.04934687953555881","0.04063860667634259","0.06386066763425255"
"689","0.0531400966183575","0.05072463768115943","0.057971014492753624","0.06521739130434774","0.05652173913043475","0.0739130434782607","0.04927536231884061","0.040579710144927596","0.063768115942029"
"690","0.053063193439459734","0.05065123010130247","0.05788712011577424","0.06512301013024595","0.05643994211287985","0.07380607814761199","0.049204052098408134","0.04052098408104203","0.06367583212735167"
"691","0.05298651252408479","0.050578034682080934","0.057803468208092484","0.06551059730250473","0.05635838150289014","0.07514450867052007","0.049132947976878644","0.0404624277456648","0.06358381502890174"
"692","0.052910052910052914","0.05050505050505051","0.05772005772005772","0.06541606541606533","0.056277056277056245","0.07503607503607487","0.04906204906204909","0.04040404040404047","0.0634920634920635"
"693","0.05331412103746399","0.05043227665706052","0.059077809798270896","0.06532180595581165","0.0561959654178674","0.07492795389048976","0.048991354466858816","0.04034582132564848","0.0634005763688761"
"694","0.053717026378896894","0.05035971223021585","0.058992805755395686","0.06522781774580329","0.056115107913669034","0.07482014388489193","0.048920863309352546","0.04028776978417272","0.06330935251798563"
"695","0.054118773946360166","0.05172413793103449","0.0589080459770115","0.06513409961685816","0.056034482758620656","0.07471264367816076","0.04885057471264371","0.040229885057471326","0.06321839080459772"
"696","0.054041128646580595","0.05164992826398853","0.05882352941176471","0.06504065040650399","0.0559540889526542","0.07460545193687215","0.048780487804878085","0.04017216642754669","0.06312769010043044"
"697","0.05396370582617002","0.0515759312320917","0.058739255014326655","0.06494746895893021","0.05587392550143263","0.07449856733524339","0.04871060171919774","0.04011461318051582","0.06303724928366765"
"698","0.05388650453028137","0.05150214592274679","0.05865522174535051","0.0648545541249403","0.055793991416308975","0.07439198855507852","0.048640915593705335","0.040057224606580885","0.06294706723891276"
"699","0.0542857142857143","0.051428571428571435","0.05857142857142858","0.06476190476190469","0.055714285714285675","0.07428571428571412","0.04857142857142862","0.040000000000000056","0.06285714285714289"
"700","0.05420827389443653","0.05135520684736092","0.05848787446504994","0.06466951973371367","0.05563480741797428","0.0741797432239656","0.04850213980028534","0.03994293865905854","0.06276747503566336"
"701","0.05460588793922128","0.05270655270655271","0.05840455840455842","0.06457739791073118","0.05555555555555552","0.07407407407407392","0.048433048433048465","0.03988603988603994","0.06267806267806271"
"702","0.05452821242294928","0.052631578947368425","0.05832147937411097","0.06448553816974861","0.05547652916073965","0.07396870554765277","0.048364153627311564","0.03982930298719778","0.06258890469416789"
"703","0.05445075757575759","0.052556818181818184","0.058238636363636374","0.06486742424242416","0.05539772727272723","0.07386363636363621","0.048295454545454586","0.03977272727272733","0.06250000000000004"
"704","0.054373522458628844","0.0524822695035461","0.058156028368794334","0.06477541371158385","0.05531914893617017","0.07375886524822681","0.04822695035460997","0.039716312056737646","0.06241134751773054"
"705","0.05429650613786593","0.05240793201133145","0.05807365439093485","0.0646836638338054","0.0552407932011331","0.07365439093484405","0.048630783758262554","0.041076487252124705","0.06232294617563743"
"706","0.054691183404054704","0.05233380480905236","0.057991513437057995","0.06459217350306452","0.05516265912305512","0.07355021216407341","0.04856199905704861","0.041018387553041075","0.062234794908062274"
"707","0.05461393596986818","0.05225988700564974","0.05790960451977401","0.06497175141242931","0.05508474576271182","0.07485875706214676","0.04849340866290023","0.04096045197740118","0.06214689265536727"
"708","0.054536906440996714","0.0521861777150917","0.05782792665726375","0.06488011283497878","0.05500705218617767","0.07475317348377984","0.048425011753643665","0.040902679830747586","0.06205923836389284"
"709","0.05446009389671363","0.05211267605633805","0.057746478873239436","0.06478873239436612","0.05492957746478869","0.07464788732394353","0.04835680751173713","0.04084507042253527","0.06197183098591553"
"710","0.05438349742147211","0.052039381153305225","0.057665260196905765","0.0646976090014064","0.05485232067510544","0.07454289732770733","0.048288795124238205","0.04078762306610414","0.061884669479606226"
"711","0.054307116104868915","0.051966292134831484","0.05758426966292135","0.06460674157303363","0.05477528089887636","0.07443820224719089","0.04822097378277158","0.04073033707865174","0.061797752808988804"
"712","0.05423094904160824","0.051893408134642376","0.05750350631136045","0.064516129032258","0.05469845722300136","0.0743338008415146","0.048153342683497004","0.040673211781206225","0.06171107994389906"
"713","0.05415499533146592","0.051820728291316544","0.05742296918767507","0.06442577030812319","0.05462184873949576","0.07422969187675058","0.04808590102707754","0.0406162464985995","0.061624649859944015"
"714","0.05407925407925409","0.05174825174825177","0.05734265734265734","0.06433566433566427","0.0545454545454545","0.074125874125874","0.04801864801864806","0.040559440559440614","0.06153846153846158"
"715","0.05400372439478585","0.05167597765363131","0.05726256983240223","0.06471135940409677","0.054469273743016716","0.07402234636871496","0.04795158286778403","0.04050279329608944","0.061452513966480486"
"716","0.05392840539284055","0.05160390516039054","0.05718270571827057","0.06462110646211057","0.0543933054393305","0.07391910739191061","0.04788470478847052","0.04044630404463046","0.061366806136680656"
"717","0.05385329619312907","0.05153203342618387","0.057103064066852366","0.064531104921077","0.05431754874651806","0.07381615598885781","0.04781801299907154","0.04038997214484685","0.0612813370473538"
"718","0.053778395920259625","0.05146036161335191","0.05702364394993046","0.06444135373203516","0.054242002781641124","0.07371349095966608","0.04775150672229953","0.040333796940194774","0.06119610570236443"
"719","0.05370370370370372","0.05138888888888892","0.05694444444444444","0.06481481481481474","0.05416666666666662","0.07361111111111099","0.04814814814814819","0.040277777777777836","0.061111111111111144"
"720","0.05362921867776238","0.051317614424410574","0.05686546463245492","0.06472491909385107","0.05409153952843269","0.07350901525658796","0.04808136846971803","0.040221914008321834","0.061026352288488246"
"721","0.05355493998153279","0.051246537396121915","0.05678670360110803","0.06463527239150502","0.054016620498614915","0.07340720221606636","0.04801477377654667","0.040166204986149645","0.06094182825484768"
"722","0.053941908713692956","0.05117565698478565","0.056708160442600276","0.0645458736745043","0.0539419087136929","0.07330567081604414","0.04794836330106044","0.04011065006915635","0.060857538035961306"
"723","0.053867403314917135","0.051104972375690644","0.05662983425414365","0.06445672191528538","0.05386740331491708","0.07320441988950264","0.04788213627992638","0.04005524861878459","0.06077348066298346"
