"Step","Name: DDQN=2baseline - Training/objective_proportion","Name: DDQN=2baseline - Training/objective_proportion__MIN","Name: DDQN=2baseline - Training/objective_proportion__MAX","Name: ppo_me_neg30p10 - Training/objective_proportion","Name: ppo_me_neg30p10 - Training/objective_proportion__MIN","Name: ppo_me_neg30p10 - Training/objective_proportion__MAX"
"78","0.06449639016166094","0.0632911392405063","0.06545207956600363","0.04641350210970465","0.0379746835443038","0.050632911392405076"
"79","0.06785685195130685","0.06249999999999998","0.07713392857142859","0.04583333333333334","0.0375","0.05000000000000001"
"80","0.06701911303832775","0.06172839506172838","0.07618165784832454","0.04526748971193415","0.037037037037037035","0.04938271604938273"
"81","0.07026684743216928","0.062377197348772645","0.07525261324041814","0.044715447154471545","0.036585365853658534","0.04878048780487806"
"82","0.06942025890889014","0.06162566485059466","0.07434595524956973","0.048192771084337345","0.03614457831325301","0.06024096385542169"
"83","0.06859382725521286","0.06089202598332567","0.07346088435374153","0.04761904761904762","0.03571428571428571","0.05952380952380953"
"84","0.06807492295163681","0.060175649207051256","0.07346088435374153","0.04705882352941177","0.03529411764705882","0.05882352941176471"
"85","0.06728335408010615","0.05947593235580648","0.07260668802404685","0.04651162790697675","0.03488372093023256","0.058139534883720936"
"86","0.070341399818649","0.0689655172413793","0.07177212839158655","0.04597701149425288","0.034482758620689655","0.0574712643678161"
"87","0.0695420657298007","0.06818181818181816","0.07095653602350034","0.04545454545454546","0.03409090909090909","0.05681818181818182"
"88","0.06876069420474677","0.06741573033707864","0.07015927157379809","0.0449438202247191","0.033707865168539325","0.05617977528089888"
"89","0.06799668649136069","0.06666666666666665","0.06937972411186699","0.044444444444444446","0.03333333333333333","0.05555555555555556"
"90","0.06724947015629079","0.06593406593406592","0.06861730956118714","0.04395604395604396","0.03296703296703297","0.05494505494505495"
"91","0.06651849765459197","0.06521739130434781","0.06787146923986989","0.04347826086956522","0.03260869565217391","0.05434782608695653"
"92","0.06580324499163936","0.06451612903225805","0.06714166849535516","0.04301075268817205","0.03225806451612903","0.05376344086021506"
"93","0.06864930976123186","0.06382978723404253","0.07706569329859607","0.04255319148936171","0.031914893617021274","0.053191489361702135"
"94","0.06792668544795576","0.0631578947368421","0.07625447547440033","0.042105263157894736","0.03157894736842105","0.052631578947368425"
"95","0.06721911580787288","0.062499999999999986","0.07546015802154199","0.041666666666666664","0.031249999999999993","0.052083333333333336"
"96","0.06652613523253398","0.06185567010309277","0.07468221824812403","0.04467353951890035","0.030927835051546386","0.061855670103092786"
"97","0.06584729711791629","0.06122448979591836","0.07392015479661256","0.04421768707482993","0.03061224489795918","0.06122448979591837"
"98","0.065182172904604","0.0606060606060606","0.07317348656634375","0.04377104377104377","0.0303030303030303","0.060606060606060615"
"99","0.06473624108069598","0.06","0.0724417517006803","0.043333333333333335","0.03","0.06000000000000001"
"100","0.0640952881987089","0.0594059405940594","0.07172450663433694","0.0429042904290429","0.0297029702970297","0.05940594059405942"
"101","0.06346690302029018","0.058823529411764705","0.0710213251967454","0.04248366013071896","0.029411764705882353","0.05882352941176472"
"102","0.0660869654505139","0.05996793353534725","0.07033179776765078","0.042071197411003236","0.02912621359223301","0.058252427184466035"
"103","0.06545151385964358","0.05939131878981506","0.06965553048142337","0.04166666666666668","0.028846153846153848","0.05769230769230771"
"104","0.06800276928320252","0.06666666666666667","0.06899214447683838","0.04126984126984128","0.028571428571428574","0.05714285714285716"
"105","0.06736123372392704","0.0660377358490566","0.06834127518932104","0.0408805031446541","0.028301886792452834","0.05660377358490568"
"106","0.0667316894835165","0.06542056074766354","0.06770257168287878","0.04361370716510904","0.03738317757009346","0.05607476635514021"
"107","0.06611380346978024","0.06481481481481481","0.06707569601914842","0.04320987654320988","0.03703703703703704","0.05555555555555557"
"108","0.06550725481409418","0.06422018348623852","0.06646032266117459","0.04281345565749236","0.03669724770642202","0.055045871559633044"
"109","0.06491173431578423","0.06363636363636363","0.06585613790970937","0.04242424242424244","0.03636363636363637","0.054545454545454564"
"110","0.06432694391654294","0.06306306306306306","0.06526283936998226","0.04204204204204206","0.03603603603603604","0.05405405405405407"
"111","0.06375259620300237","0.06249999999999999","0.06468013544703599","0.04166666666666668","0.03571428571428572","0.05357142857142859"
"112","0.06318841393571917","0.06194690265486725","0.06410774486785868","0.041297935103244844","0.03539823008849558","0.05309734513274338"
"113","0.06263412960294969","0.061403508771929814","0.06354539622866694","0.04093567251461989","0.03508771929824562","0.05263157894736844"
"114","0.06208948499770665","0.06086956521739129","0.06299282756580896","0.04057971014492755","0.03478260869565218","0.05217391304347828"
"115","0.061554230816691945","0.060344827586206885","0.06244978594886233","0.04022988505747128","0.03448275862068966","0.0517241379310345"
"116","0.061028126279797146","0.05982905982905982","0.06191602709459855","0.03988603988603989","0.03418803418803419","0.0512820512820513"
"117","0.06051093876895141","0.05932203389830507","0.06139131500057653","0.04237288135593222","0.03389830508474577","0.05084745762711866"
"118","0.06280356393335797","0.05882352941176469","0.06871174079109889","0.042016806722689086","0.033613445378151266","0.050420168067226906"
"119","0.062280200900579986","0.05833333333333332","0.06813914295117307","0.04166666666666668","0.03333333333333334","0.05000000000000002"
"120","0.06176548849644297","0.057851239669421475","0.06757600953835347","0.041322314049586785","0.03305785123966943","0.04958677685950415"
"121","0.06142279109423593","0.057377049180327856","0.06702210782082597","0.04098360655737706","0.03278688524590165","0.04918032786885247"
"122","0.06092341880891694","0.05691056910569105","0.0664772126352908","0.04065040650406505","0.03252032520325204","0.048780487804878064"
"123","0.06043210091529664","0.0564516129032258","0.06594110608178039","0.04301075268817205","0.032258064516129045","0.05645161290322582"
"124","0.05994864410797427","0.055999999999999994","0.06541357723312614","0.04266666666666668","0.032000000000000015","0.056000000000000015"
"125","0.059472861218228444","0.05555555555555555","0.06489442185826007","0.042328042328042347","0.03174603174603176","0.05555555555555557"
"126","0.059004570972415626","0.05511811023622047","0.06438344215858872","0.041994750656167985","0.031496062992126","0.05511811023622049"
"127","0.05854359776169363","0.0546875","0.06388044651672475","0.04427083333333335","0.03906250000000001","0.05468750000000002"
"128","0.058089771422455694","0.05426356589147287","0.06338524925690518","0.04392764857881138","0.03875968992248063","0.05426356589147289"
"129","0.057642927026898334","0.05384615384615384","0.06289767041646745","0.0435897435897436","0.03846153846153847","0.05384615384615386"
"130","0.05720290468318156","0.05343511450381679","0.062417535527792126","0.04325699745547076","0.03816793893129772","0.053435114503816813"
"131","0.056769549344672605","0.05303030303030303","0.061944675410157336","0.04292929292929295","0.03787878787878789","0.05303030303030305"
"132","0.05884897629195577","0.052631578947368425","0.06243642395751566","0.042606516290726835","0.03759398496240602","0.052631578947368446"
"133","0.05840980482709043","0.05223880597014926","0.06197048049514614","0.04228855721393036","0.0373134328358209","0.05223880597014928"
"134","0.05797713960614901","0.05185185185185186","0.0615114398988858","0.04197530864197532","0.03703703703703704","0.05185185185185188"
"135","0.05755083710904498","0.05147058823529412","0.06105914989962929","0.041666666666666685","0.03676470588235295","0.05147058823529414"
"136","0.05713075800605925","0.05109489051094891","0.060613462674084545","0.041362530413625316","0.036496350364963515","0.05109489051094893"
"137","0.05671676700601535","0.05072463768115943","0.06017423468369263","0.041062801932367166","0.03623188405797102","0.05072463768115945"
"138","0.05630873271100804","0.05035971223021584","0.0597413265205006","0.040767386091127115","0.03597122302158274","0.05035971223021586"
"139","0.05590652747735799","0.05000000000000001","0.05931460275963988","0.04285714285714287","0.03571428571428572","0.057142857142857176"
"140","0.0555100272824831","0.049645390070921995","0.05889393181808215","0.042553191489361715","0.03546099290780142","0.0567375886524823"
"141","0.055119111597395194","0.049295774647887335","0.05847918581936326","0.04225352112676058","0.035211267605633804","0.05633802816901412"
"142","0.05473366326454628","0.04895104895104896","0.0580702404639831","0.04428904428904431","0.03496503496503497","0.06293706293706297"
"143","0.054353568380764695","0.04861111111111112","0.057666974905205434","0.04398148148148149","0.034722222222222224","0.06250000000000003"
"144","0.053978716185035296","0.048275862068965524","0.05726927162999712","0.04367816091954024","0.034482758620689655","0.062068965517241406"
"145","0.05589210397372227","0.04794520547945206","0.06372633141335331","0.04337899543378996","0.03424657534246575","0.06164383561643838"
"146","0.0555118855793432","0.04761904761904762","0.06329281895475906","0.04308390022675738","0.03401360544217687","0.061224489795918394"
"147","0.05513680527137466","0.0472972972972973","0.06286516477263232","0.0427927927927928","0.03378378378378378","0.060810810810810835"
"148","0.05476675959841242","0.04697986577181208","0.06244325091509788","0.042505592841163314","0.033557046979865765","0.06040268456375841"
"149","0.054401647867756336","0.04666666666666667","0.06202696257566389","0.042222222222222223","0.033333333333333326","0.060000000000000026"
"150","0.054041372054062585","0.046357615894039736","0.061616187989070086","0.041942604856512154","0.03311258278145695","0.05960264900662254"
"151","0.05368583671160165","0.046052631578947366","0.06121081833124726","0.04166666666666668","0.03289473684210526","0.0592105263157895"
"152","0.05333494888995719","0.0457516339869281","0.06081074762319989","0.04357298474945534","0.0326797385620915","0.06535947712418302"
"153","0.05310429438430756","0.04545454545454545","0.06041587263863366","0.043290043290043295","0.032467532467532464","0.06493506493506496"
"154","0.052761686033441065","0.04516129032258064","0.0600260928151586","0.04516129032258065","0.03225806451612904","0.06451612903225809"
"155","0.05242347009732926","0.04487179487179487","0.059641310168907585","0.04487179487179488","0.032051282051282055","0.06410256410256412"
"156","0.054212704895010816","0.044585987261146494","0.05926142921241773","0.04458598726114651","0.03184713375796179","0.0636942675159236"
"157","0.05386958650959936","0.04430379746835443","0.05888635687563027","0.044303797468354444","0.031645569620253174","0.06329113924050636"
"158","0.05772365619612179","0.0440251572327044","0.06480531060597222","0.044025157232704414","0.03144654088050315","0.06289308176100632"
"159","0.05736288334489603","0.04375","0.06440027741468489","0.04375000000000001","0.03125000000000001","0.06250000000000003"
"160","0.05907698551873725","0.043478260869565216","0.07021145581583592","0.04347826086956522","0.03105590062111802","0.06211180124223605"
"161","0.05871231276862159","0.043209876543209874","0.06977805176759001","0.04320987654320988","0.030864197530864203","0.06172839506172842"
"162","0.06039710430582842","0.042944785276073615","0.06934996556042688","0.04294478527607363","0.030674846625766878","0.06134969325153377"
"163","0.06002882927957336","0.04268292682926829","0.06892709991676575","0.0426829268292683","0.030487804878048787","0.06097560975609759"
"164","0.06168522021323251","0.04848484848484848","0.0685093599172702","0.04444444444444445","0.03636363636363636","0.060606060606060635"
"165","0.061313622501104593","0.048192771084337345","0.06809665292981676","0.04417670682730925","0.03614457831325301","0.060240963855421714"
"166","0.06094647506097822","0.04790419161676646","0.06768888854101546","0.04391217564870261","0.03592814371257485","0.05988023952095811"
"167","0.0625678254078375","0.047619047619047616","0.07323835944255704","0.04365079365079366","0.03571428571428571","0.05952380952380955"
"168","0.0621976015888562","0.047337278106508875","0.07280499636893244","0.04536489151873768","0.035502958579881665","0.05917159763313612"
"169","0.06183173334421587","0.047058823529411764","0.0723767316844093","0.04509803921568628","0.03529411764705883","0.05882352941176473"
"170","0.061470144260331566","0.04678362573099415","0.07195347594356481","0.044834307992202733","0.03508771929824562","0.058479532163742715"
"171","0.061112759700678476","0.046511627906976744","0.07153514178110222","0.044573643410852716","0.034883720930232565","0.05813953488372096"
"172","0.06075950675443178","0.046242774566473986","0.07112164385173168","0.044315992292870914","0.034682080924855495","0.05780346820809251"
"173","0.06232602299913811","0.05172413793103448","0.07071289877212403","0.04406130268199234","0.03448275862068966","0.05747126436781612"
"174","0.06196987429628589","0.05142857142857143","0.07030882506485475","0.04380952380952382","0.034285714285714294","0.05714285714285717"
"175","0.061617772737784265","0.05113636363636363","0.06990934310425899","0.04356060606060607","0.0340909090909091","0.056818181818181844"
"176","0.06315288889934105","0.05084745762711864","0.07516409257824623","0.043314500941619594","0.033898305084745776","0.056497175141242965"
"177","0.06279809738867059","0.05056179775280899","0.07474182239522238","0.043071161048689154","0.03370786516853934","0.0561797752808989"
"178","0.06244727002895734","0.05027932960893854","0.07432427031480214","0.04283054003724396","0.03351955307262571","0.05586592178770952"
"179","0.062100340751018696","0.049999999999999996","0.07391135770194213","0.042592592592592605","0.03333333333333335","0.05555555555555558"
"180","0.06175724494576445","0.049723756906077346","0.07350300765938995","0.042357274401473306","0.033149171270718245","0.05524861878453041"
"181","0.06324942125558626","0.054945054945054944","0.07309914497994276","0.042124542124542134","0.03296703296703298","0.05494505494505497"
"182","0.06472528962759581","0.0546448087431694","0.07816417697458788","0.041894353369763215","0.032786885245901655","0.054644808743169425"
"183","0.06437352174918495","0.05434782608695652","0.07773937166494338","0.04166666666666668","0.032608695652173926","0.05434782608695655"
"184","0.06402555676675693","0.05405405405405405","0.07731915884513288","0.041441441441441455","0.03243243243243245","0.05405405405405408"
"185","0.06368133334327974","0.05376344086021505","0.0769034644427397","0.04121863799283155","0.032258064516129045","0.053763440860215075"
"186","0.06512332264803938","0.053475935828877","0.08183980955267157","0.04099821746880571","0.032085561497326213","0.053475935828877025"
"187","0.0647769219956562","0.05319148936170212","0.08140449141675311","0.04078014184397164","0.03191489361702129","0.05319148936170215"
"188","0.06443418695864214","0.0529100529100529","0.08097377982195547","0.040564373897707236","0.03174603174603176","0.05291005291005293"
"189","0.0658494456237721","0.057894736842105256","0.08054760203341886","0.040350877192982464","0.03157894736842107","0.05263157894736844"
"190","0.06550468412835968","0.057591623036649206","0.08012588683952662","0.04013961605584643","0.03141361256544504","0.0523560209424084"
"191","0.06516351389852447","0.05729166666666666","0.07970856451223741","0.039930555555555566","0.031250000000000014","0.052083333333333356"
"192","0.06482587911148548","0.05699481865284973","0.0792955667686507","0.03972366148531953","0.031088082901554417","0.0518134715025907"
"193","0.0644917250954469","0.05670103092783504","0.07888682673376074","0.03951890034364262","0.030927835051546403","0.051546391752577345"
"194","0.06416099830008563","0.0564102564102564","0.07848227890435684","0.03931623931623932","0.03076923076923078","0.05128205128205131"
"195","0.06383364626794234","0.05612244897959182","0.07808185911402848","0.03911564625850341","0.030612244897959197","0.051020408163265335"
"196","0.06350961760668374","0.05583756345177664","0.07768550449923646","0.038917089678511006","0.030456852791878184","0.05076142131979698"
"197","0.06487236364570723","0.055555555555555546","0.08234365851691708","0.03872053872053873","0.030303030303030314","0.05050505050505053"
"198","0.06622141374464002","0.05643286240804278","0.08192987128818885","0.03852596314907874","0.030150753768844234","0.05025125628140706"
"199","0.06589030667591682","0.056150698096002566","0.0815202219317479","0.03833333333333334","0.030000000000000013","0.050000000000000024"
"200","0.06722086899759551","0.059701492537313425","0.08111464868830637","0.03814262023217248","0.02985074626865673","0.04975124378109455"
"201","0.06688809241839949","0.059405940594059396","0.08071309102153257","0.03960396039603961","0.029702970297029715","0.04950495049504953"
"202","0.06655859442619062","0.05911330049261083","0.08031548958792896","0.0394088669950739","0.02955665024630543","0.04926108374384239"
"203","0.0662323268064544","0.0588235294117647","0.07992178620759598","0.03921568627450981","0.029411764705882366","0.049019607843137275"
"204","0.0659092422854473","0.05853658536585365","0.0795319238358516","0.039024390243902446","0.02926829268292684","0.04878048780487807"
"205","0.0655892945073626","0.05825242718446601","0.07914584653567756","0.03883495145631068","0.02912621359223302","0.04854368932038837"
"206","0.06527243801215794","0.05797101449275361","0.07876349945096414","0.04025764895330113","0.028985507246376822","0.04830917874396137"
"207","0.06495862821402258","0.05769230769230768","0.07838482878052681","0.04006410256410257","0.028846153846153858","0.0480769230769231"
"208","0.06464782138046267","0.05741626794258372","0.0780097817528688","0.03987240829346093","0.028708133971291877","0.04784688995215313"
"209","0.06433997461198426","0.05714285714285713","0.07763830660166465","0.03968253968253969","0.02857142857142858","0.04761904761904764"
"210","0.064035045822354","0.05687203791469193","0.07727035254194112","0.03949447077409163","0.02843601895734598","0.04739336492890997"
"211","0.06373299371941837","0.05660377358490564","0.07690586974693196","0.03930817610062893","0.028301886792452838","0.047169811320754734"
"212","0.06499872301338042","0.05741849586479114","0.07654480932558487","0.03912363067292645","0.02816901408450705","0.046948356807511755"
"213","0.0646949906628506","0.057150185136450996","0.07618712330069896","0.038940809968847356","0.0280373831775701","0.04672897196261684"
"214","0.06594447132643425","0.05688437032186285","0.07583276458767245","0.03875968992248063","0.027906976744186053","0.046511627906976764"
"215","0.06563917284807112","0.05662101675555793","0.07548168697384064","0.04012345679012346","0.027777777777777783","0.050925925925925944"
"216","0.06687278649086036","0.056360090411062276","0.07513384509838515","0.03993855606758833","0.02764976958525346","0.05069124423963135"
"217","0.06656603058952613","0.05610155788624089","0.07478919443279623","0.039755351681957186","0.02752293577981652","0.05045871559633029"
"218","0.06778414612716908","0.05584538638904344","0.07444769126187022","0.03957382039573821","0.027397260273972608","0.05022831050228312"
"219","0.06747603637204559","0.0555915437236387","0.07410929266522535","0.0393939393939394","0.02727272727272728","0.05000000000000002"
"220","0.06717071494049787","0.0553399982769254","0.07377395649931935","0.03921568627450981","0.02714932126696833","0.049773755656108615"
"221","0.06836964565397911","0.059595223509912226","0.07344164137995304","0.03903903903903905","0.027027027027027032","0.049549549549549564"
"222","0.0680630553147236","0.05932798035515926","0.07311230666524474","0.03886397608370703","0.02690582959641256","0.049327354260089704"
"223","0.06775920238921145","0.059063123300002296","0.0727859124390606","0.04017857142857143","0.02678571428571429","0.05357142857142859"
"224","0.07042101334155569","0.06324506497422451","0.07690686393933144","0.04000000000000001","0.026666666666666672","0.05333333333333335"
"225","0.07158434219107683","0.06296521955398458","0.0765665680811928","0.03982300884955753","0.026548672566371688","0.05309734513274338"
"226","0.071268992666006","0.06268783973216087","0.07622927042444747","0.03964757709251102","0.026431718061674016","0.05286343612334804"
"227","0.07241839766893289","0.06241289306666894","0.08028089643135779","0.03947368421052633","0.02631578947368422","0.052631578947368446"
"228","0.07210216012452705","0.062140347682098335","0.07993032483122085","0.03930131004366813","0.026200873362445424","0.052401746724890855"
"229","0.07178867247181171","0.06187017225739356","0.07958280167978077","0.03913043478260871","0.02608695652173914","0.052173913043478286"
"230","0.07147789899790778","0.06160233601385506","0.0792382873867947","0.038961038961038974","0.025974025974025983","0.05194805194805197"
"231","0.07260658621487082","0.061336808703450506","0.08320708787219644","0.03879310344827588","0.02586206896551725","0.05172413793103451"
"232","0.07229496996502158","0.061073560597427114","0.08284997590707971","0.038626609442060096","0.0257510729613734","0.05150214592274681"
"233","0.07341051852642462","0.06081256247521589","0.08249591618098108","0.03846153846153847","0.02564102564102565","0.05128205128205131"
"234","0.0730981333412058","0.060553785613619224","0.08214486972914711","0.03829787234042554","0.02553191489361703","0.05106382978723407"
"235","0.07278839548806508","0.06029720177627338","0.08179679824724395","0.03813559322033899","0.02542372881355933","0.05084745762711867"
"236","0.07248127145646989","0.06004278320337771","0.08145166407742435","0.037974683544303806","0.02531645569620254","0.05063291139240509"
"237","0.0735772885231794","0.06399218327395176","0.0811094301947461","0.03781512605042018","0.025210084033613456","0.05042016806722692"
"238","0.07326943375948408","0.06372443355314024","0.08077006019393126","0.03765690376569039","0.02510460251046026","0.05020920502092053"
"239","0.07435303334104178","0.06345891508000215","0.08043351827645655","0.037500000000000006","0.02500000000000001","0.050000000000000024"
"240","0.07404451453049804","0.06319560007967019","0.08009976923796502","0.037344398340248976","0.024896265560165984","0.049792531120331975"
"241","0.0737385454621902","0.06293446123636577","0.07976877845598997","0.03719008264462811","0.024793388429752074","0.049586776859504154"
"242","0.07343509465781904","0.06267547168395274","0.07944051187798178","0.0384087791495199","0.024691358024691367","0.04938271604938274"
"243","0.07313413115512306","0.06241860499672342","0.07911493600962939","0.03825136612021859","0.02459016393442624","0.049180327868852486"
"244","0.07283562449734705","0.062163835180410264","0.07879201790346764","0.038095238095238106","0.024489795918367356","0.04897959183673472"
"245","0.07253954472296759","0.06191113666341672","0.07847172514776249","0.03794037940379405","0.024390243902439032","0.04878048780487807"
"246","0.07359539002098527","0.06166048428826119","0.0822026088516177","0.037786774628879895","0.02429149797570851","0.048582995951417025"
"247","0.07329863441606194","0.061411853303227876","0.08187114671915151","0.03763440860215054","0.02419354838709678","0.04838709677419357"
"248","0.07300426239029462","0.06116521935421893","0.08154234693313082","0.03748326639892906","0.02409638554216868","0.048192771084337366"
"249","0.07271224534073345","0.060920558476802056","0.0812161775453983","0.037333333333333336","0.024000000000000004","0.048000000000000015"
"250","0.07242255512025243","0.06067784708844826","0.08089260711693057","0.03718459495351926","0.023904382470119525","0.04780876494023906"
"251","0.07213516402850541","0.06043706198095442","0.0805716047077364","0.03968253968253969","0.02777777777777778","0.0515873015873016"
