"Step","Name: DDQN=2pos_p - Training/objective_proportion","Name: DDQN=2pos_p - Training/objective_proportion__MIN","Name: DDQN=2pos_p - Training/objective_proportion__MAX","Name: DDQN=2high_r - Training/objective_proportion","Name: DDQN=2high_r - Training/objective_proportion__MIN","Name: DDQN=2high_r - Training/objective_proportion__MAX","Name: DDQN=2baseline - Training/objective_proportion","Name: DDQN=2baseline - Training/objective_proportion__MIN","Name: DDQN=2baseline - Training/objective_proportion__MAX"
"33","0.059523809523809534","0.058823529411764705","0.06092436974789917","0.10784313725490198","0.08823529411764706","0.1470588235294118","0.059607843137254916","0.029411764705882353","0.08823529411764708"
"34","0.05782312925170069","0.05714285714285714","0.05918367346938777","0.10560224089635856","0.08571428571428573","0.14285714285714288","0.057904761904761924","0.02857142857142857","0.08571428571428573"
"35","0.05621693121693122","0.05555555555555555","0.05753968253968256","0.10266884531590414","0.08333333333333334","0.1388888888888889","0.05629629629629631","0.027777777777777776","0.08333333333333334"
"36","0.05469755469755471","0.05405405405405405","0.055984555984556005","0.09989401165871754","0.08108108108108109","0.13513513513513514","0.05477477477477478","0.027027027027027025","0.08108108108108109"
"37","0.053258145363408525","0.05263157894736842","0.05451127819548874","0.09726522187822499","0.07894736842105264","0.13157894736842107","0.05333333333333334","0.02631578947368421","0.07894736842105264"
"38","0.0518925518925519","0.05128205128205128","0.05311355311355313","0.09477124183006536","0.07692307692307693","0.12820512820512822","0.051965811965811966","0.02564102564102564","0.07692307692307693"
"39","0.05892857142857144","0.049999999999999996","0.07500000000000001","0.10073529411764708","0.07500000000000001","0.15000000000000002","0.05900000000000002","0.05","0.07500000000000001"
"40","0.05749128919860628","0.048780487804878044","0.07317073170731708","0.10640841702534674","0.07532281205164994","0.14634146341463417","0.0656910569105691","0.04878048780487805","0.0751219512195122"
"41","0.056122448979591844","0.047619047619047616","0.07142857142857144","0.10387488328664801","0.07352941176470588","0.14285714285714288","0.06412698412698413","0.04761904761904762","0.07333333333333335"
"42","0.05481727574750831","0.046511627906976744","0.06976744186046513","0.10145918832649341","0.07181942544459645","0.13953488372093026","0.06263565891472869","0.04651162790697675","0.0716279069767442"
"43","0.05357142857142858","0.045454545454545456","0.06818181818181819","0.10672905525846704","0.09090909090909094","0.13636363636363638","0.0687878787878788","0.04545454545454546","0.09272727272727274"
"44","0.05238095238095239","0.044444444444444446","0.06666666666666668","0.10435729847494556","0.08888888888888892","0.13333333333333336","0.06725925925925928","0.04444444444444445","0.09066666666666669"
"45","0.058488612836438934","0.043478260869565216","0.06677018633540374","0.10208866155157718","0.08695652173913046","0.13043478260869568","0.06579710144927538","0.04347826086956522","0.08869565217391306"
"46","0.057244174265450865","0.0425531914893617","0.06534954407294834","0.09991656236962872","0.08510638297872343","0.12765957446808512","0.06439716312056738","0.04255319148936171","0.08680851063829789"
"47","0.05650540357987168","0.041666666666666664","0.06534954407294834","0.1047794117647059","0.085171568627451","0.12500000000000003","0.07","0.0625","0.08500000000000002"
"48","0.05535223207824164","0.04081632653061224","0.0640158799081943","0.10264105642256904","0.08343337334933976","0.12244897959183676","0.07537414965986396","0.061224489795918366","0.10367346938775512"
"49","0.054245187436676806","0.039999999999999994","0.06273556231003041","0.10725490196078434","0.08176470588235296","0.12000000000000002","0.0742748299319728","0.06000000000000001","0.10160000000000002"
"50","0.053181556310467455","0.039215686274509796","0.06150545324512786","0.10515186466743563","0.08016147635524801","0.11764705882352944","0.0793544084300387","0.060024009603841535","0.09960784313725493"
"51","0.0521588340737277","0.03846153846153846","0.06032265606733694","0.1031297134238311","0.07861990950226247","0.1153846153846154","0.08423861852433283","0.05886970172684458","0.09769230769230772"
"52","0.05746401330504101","0.056603773584905655","0.05918449274531171","0.10118386977432485","0.07713651498335186","0.11320754716981134","0.0826492106276473","0.05775895263765883","0.0958490566037736"
"53","0.056399864910503215","0.05555555555555555","0.058088483620398534","0.09931009440813365","0.07570806100217868","0.11111111111111113","0.08111866969009827","0.056689342403628114","0.09407407407407409"
"54","0.055374412821221346","0.05454545454545454","0.057032329372754924","0.09750445632798577","0.07433155080213907","0.10909090909090911","0.07964378478664194","0.055658627087198514","0.09236363636363638"
"55","0.05438558402084239","0.05357142857142857","0.056013894919670015","0.09576330532212889","0.0730042016806723","0.10714285714285716","0.07822157434402334","0.05466472303206997","0.09071428571428573"
"56","0.05343145096784515","0.05263157894736842","0.05503119500879861","0.09408324733402135","0.07172342621259033","0.10526315789473686","0.07737975892111232","0.05370569280343716","0.09071428571428573"
"57","0.05251021905460645","0.05172413793103448","0.05408238130175036","0.0924611223799865","0.07048681541582152","0.10344827586206899","0.07635427855352668","0.05370569280343716","0.08915024630541873"
"58","0.05162021534181651","0.05084745762711864","0.05316573077121222","0.09654370222665339","0.06929212362911269","0.1186440677966102","0.07506013823906012","0.05279542682371789","0.08763922518159807"
"59","0.0507598784194529","0.049999999999999996","0.052279635258358687","0.09493464052287585","0.0681372549019608","0.1166666666666667","0.07380913593507579","0.0519155030433226","0.08617857142857144"
"60","0.04992774926503565","0.04918032786885246","0.05142259205740199","0.09337833494053362","0.06702025072324014","0.11475409836065577","0.07806363097439149","0.06745787184589108","0.08476580796252928"
"61","0.049122462986567327","0.04838709677419355","0.05059319541131486","0.0918722327640734","0.06593927893738143","0.11290322580645164","0.07680454015222389","0.06636984165482833","0.08339861751152074"
"62","0.0483427413518599","0.047619047619047616","0.049790128817484465","0.09041394335511983","0.06489262371615315","0.11111111111111113","0.08087642575827324","0.07936507936507937","0.08207482993197279"
"63","0.04758738601823709","0.046875","0.04901215805471127","0.08900122549019611","0.06387867647058826","0.10937500000000003","0.07961273160580022","0.07812500000000001","0.08079241071428572"
"64","0.05198347751539242","0.04615384615384617","0.06153846153846154","0.08763197586727","0.06289592760180998","0.10769230769230773","0.07838792035032638","0.07692307692307694","0.07954945054945056"
"65","0.05624635411869455","0.04545454545454547","0.0626784562954776","0.08630421865715986","0.06194295900178256","0.10606060606060609","0.07720022458744265","0.07575757575757577","0.07834415584415585"
"66","0.05540685629602748","0.04477611940298509","0.0617429569477839","0.08501609599063509","0.06101843722563655","0.10447761194029853","0.07604798242942111","0.07462686567164181","0.07717484008528785"
"67","0.05459204958579178","0.044117647058823546","0.06083497228678708","0.08376585928489044","0.06012110726643601","0.10294117647058826","0.07492962974663551","0.0735294117647059","0.07603991596638657"
"68","0.05380086046136001","0.04347826086956524","0.05995330602176118","0.087382779198636","0.05924978687127027","0.11594202898550726","0.07384369308364079","0.07246376811594205","0.07493788819875778"
"69","0.05303227674048344","0.04285714285714288","0.059096830221450306","0.08613445378151263","0.05840336134453784","0.1142857142857143","0.07278878318244592","0.07142857142857144","0.07386734693877553"
"70","0.05228534326526537","0.04225352112676058","0.05826448050002143","0.08492129246064627","0.05758077879038942","0.11267605633802819","0.0717635890531157","0.07042253521126761","0.07282696177062375"
"71","0.051559157942136676","0.041666666666666685","0.057455251604187796","0.08837145969498915","0.056781045751634014","0.12500000000000003","0.07076687253848908","0.06944444444444445","0.07181547619047621"
"72","0.0508528681073129","0.04109589041095892","0.05666819336303454","0.08716089175396187","0.056003223207091085","0.12328767123287673","0.06979746332563307","0.0684931506849315","0.07083170254403133"
"73","0.0501656671869438","0.04054054054054056","0.05590240696623677","0.08598304186539484","0.05524642289348174","0.12162162162162164","0.06885425436177316","0.06756756756756756","0.06987451737451739"
"74","0.049496791624451204","0.040000000000000015","0.05515704154002028","0.08483660130718958","0.05450980392156865","0.12000000000000002","0.06793619763694951","0.06666666666666665","0.06894285714285715"
"75","0.04884551805044527","0.03947368421052633","0.054431290993441066","0.08372033023735813","0.05379256965944275","0.11842105263157897","0.06704230029962123","0.06578947368421051","0.0680357142857143"
"76","0.04821116067316677","0.038961038961038974","0.053724391110409365","0.08263305322128854","0.05309396485867077","0.11688311688311691","0.06617162107495084","0.06493506493506492","0.06715213358070501"
"77","0.047593068869664634","0.03846153846153848","0.05303561686540412","0.0815736551030669","0.052413273001508325","0.1153846153846154","0.06532326695860531","0.06410256410256408","0.0662912087912088"
"78","0.05121003424262246","0.03797468354430381","0.06329113924050633","0.08897989575577069","0.0517498138495905","0.12658227848101267","0.06449639016166094","0.0632911392405063","0.06545207956600363"
"79","0.05056990881458967","0.03750000000000001","0.0625","0.08786764705882355","0.05110294117647062","0.125","0.06785685195130685","0.06249999999999998","0.07713392857142859"
"80","0.04994558895268116","0.03703703703703705","0.06172839506172839","0.0908980876301138","0.06281771968046482","0.12345679012345678","0.06701911303832775","0.06172839506172838","0.07618165784832454"
"81","0.04933649640447773","0.03658536585365855","0.06097560975609756","0.09385461501673842","0.06205164992826403","0.12195121951219512","0.07026684743216928","0.062377197348772645","0.07525261324041814"
"82","0.04874208078514667","0.036144578313253024","0.060240963855421686","0.09272383652256085","0.06130403968816446","0.12048192771084337","0.06942025890889014","0.06162566485059466","0.07434595524956973"
"83","0.048161817918656834","0.035714285714285726","0.05952380952380952","0.09161998132586369","0.060574229691876785","0.11904761904761904","0.06859382725521286","0.06089202598332567","0.07346088435374153"
"84","0.05151677692353538","0.03529411764705884","0.0604326837117826","0.09054209919261824","0.059861591695501766","0.11764705882352941","0.06807492295163681","0.060175649207051256","0.07346088435374153"
"85","0.05091774463372683","0.03488372093023257","0.059729978087226986","0.08948928408572733","0.05916552667578663","0.11627906976744186","0.06728335408010615","0.05947593235580648","0.07260668802404685"
"86","0.05033248320115526","0.03448275862068967","0.05904342661496001","0.0922920892494929","0.058485463150777586","0.11494252873563218","0.070341399818649","0.0689655172413793","0.07177212839158655"
"87","0.04976052316477849","0.0340909090909091","0.05837247858524455","0.09124331550802141","0.0578208556149733","0.11363636363636363","0.0695420657298007","0.06818181818181816","0.07095653602350034"
"88","0.04920141616292704","0.03370786516853934","0.05771660803934293","0.09396342806785636","0.06840713813615337","0.11235955056179775","0.06876069420474677","0.06741573033707864","0.07015927157379809"
"89","0.05235843746482045","0.03333333333333335","0.06666666666666667","0.09291938997821353","0.06764705882352945","0.1111111111111111","0.06799668649136069","0.06666666666666665","0.06937972411186699"
"90","0.051783070020152096","0.03296703296703298","0.06593406593406594","0.09189829778065074","0.06690368455074341","0.10989010989010989","0.06724947015629079","0.06593406593406592","0.06861730956118714"
"91","0.051220210563411306","0.032608695652173926","0.06521739130434782","0.09452259164535382","0.06617647058823534","0.11956521739130435","0.06651849765459197","0.06521739130434781","0.06787146923986989"
"92","0.050669455611116555","0.032258064516129045","0.06451612903225806","0.09350621969217797","0.06546489563567366","0.11827956989247312","0.06580324499163936","0.06451612903225805","0.06714166849535516"
"93","0.05013041884929617","0.03191489361702129","0.06382978723404255","0.09251147267417607","0.06476846057571968","0.11702127659574468","0.06864930976123186","0.06382978723404253","0.07706569329859607"
"94","0.049602730229829896","0.03157894736842106","0.0631578947368421","0.09153766769865841","0.06408668730650158","0.11578947368421053","0.06792668544795576","0.0631578947368421","0.07625447547440033"
"95","0.05255825734549138","0.03125000000000001","0.06392477203647416","0.0905841503267974","0.06341911764705885","0.11458333333333333","0.06721911580787288","0.062499999999999986","0.07546015802154199"
"96","0.05201641964089868","0.0309278350515464","0.0632657537680569","0.08986822821912271","0.06341911764705885","0.1134020618556701","0.06652613523253398","0.06185567010309277","0.07468221824812403"
"97","0.051485639848644627","0.030612244897959193","0.06262018485205632","0.08895120548219289","0.06277198379351744","0.11224489795918367","0.06584729711791629","0.06122448979591836","0.07392015479661256"
"98","0.0509655828804765","0.030303030303030314","0.06198765773233858","0.08805270845712025","0.062137923351158676","0.1111111111111111","0.065182172904604","0.0606060606060606","0.07317348656634375"
"99","0.050455927051671734","0.030000000000000013","0.06136778115501519","0.08717218137254905","0.06151654411764709","0.11","0.06473624108069598","0.06","0.0724417517006803"
"100","0.04995636341749676","0.029702970297029715","0.06076017936140118","0.08630909046787033","0.06090746942341296","0.10891089108910891","0.0640952881987089","0.0594059405940594","0.07172450663433694"
"101","0.04946659514869778","0.029411764705882366","0.060164491328446264","0.08566196693198734","0.06090746942341296","0.10784313725490197","0.06346690302029018","0.058823529411764705","0.0710213251967454"
"102","0.048986336943370616","0.029126213592233025","0.0595803700534128","0.08483029735012337","0.06031613476881672","0.10679611650485438","0.0660869654505139","0.05996793353534725","0.07033179776765078"
"103","0.04851531447276128","0.02884615384615386","0.05900748187982229","0.0840146214140645","0.059736171934501175","0.10576923076923078","0.06545151385964358","0.05939131878981506","0.06965553048142337"
"104","0.048053263858734985","0.028571428571428588","0.058445505861919225","0.08321448216250198","0.05916725601131545","0.10476190476190478","0.06800276928320252","0.06666666666666667","0.06899214447683838"
"105","0.0475999311808224","0.028301886792452848","0.05789413316510866","0.08242943987795008","0.05860907435083134","0.1037735849056604","0.06736123372392704","0.0660377358490566","0.06834127518932104"
"106","0.04715507201090816","0.02803738317757011","0.05735306650001419","0.0816590712809599","0.05806132599241236","0.10280373831775703","0.0667316894835165","0.06542056074766354","0.06770257168287878"
"107","0.04671845097377012","0.027777777777777794","0.05682201958797702","0.08398938852218557","0.06678298038137151","0.10185185185185187","0.06611380346978024","0.06481481481481481","0.06707569601914842"
"108","0.04628984133180893","0.02752293577981653","0.05630071665597723","0.08627694764889333","0.07534460441456994","0.10091743119266057","0.06550725481409418","0.06422018348623852","0.06646032266117459"
"109","0.04586902459242884","0.02727272727272729","0.05578889195910471","0.08852291479147917","0.07465965346534659","0.10000000000000002","0.06491173431578423","0.06363636363636363","0.06585613790970937"
"110","0.0454557901366412","0.027027027027027042","0.05528628932884251","0.08772541105461899","0.0739870439746678","0.09909909909909911","0.06432694391654294","0.06306306306306306","0.06526283936998226"
"111","0.04521447739532847","0.0267857142857143","0.05528628932884251","0.08694214845591704","0.07332644536775111","0.09821428571428573","0.06375259620300237","0.06249999999999999","0.06468013544703599"
"112","0.04481434927678574","0.0265486725663717","0.05479703013124213","0.08617274891205935","0.07267753877157632","0.09734513274336284","0.06318841393571917","0.06194690265486725","0.06410774486785868"
"113","0.04442124094979639","0.026315789473684226","0.0543163544283365","0.08541684760581321","0.0720400165016502","0.09649122807017545","0.06263412960294969","0.061403508771929814","0.06354539622866694"
"114","0.04693352001400105","0.026086956521739146","0.06253969047678574","0.08467409240924094","0.0714135815755489","0.09565217391304348","0.06208948499770665","0.06086956521739129","0.06299282756580896"
"115","0.04940248392192633","0.02586206896551726","0.062000555214054835","0.08394414333674748","0.07079794725162177","0.09482758620689656","0.061554230816691945","0.060344827586206885","0.06244978594886233"
"116","0.04898024046960217","0.025641025641025657","0.061470635938721034","0.08322667202617699","0.07019283659135149","0.09401709401709403","0.061028126279797146","0.05982905982905982","0.06191602709459855"
"117","0.04856515368596148","0.025423728813559338","0.06094969834602001","0.08817107876041842","0.0780725583151536","0.09322033898305086","0.06051093876895141","0.05932203389830507","0.06139131500057653"
"118","0.04815704315078533","0.02521008403361346","0.060437516006977825","0.08743014532545694","0.07741648639653886","0.09243697478991598","0.06280356393335797","0.05882352941176469","0.06871174079109889"
"119","0.047755734457862124","0.025000000000000015","0.05993387004025301","0.08670156078107812","0.07677134900990104","0.09166666666666669","0.062280200900579986","0.05833333333333332","0.06813914295117307"
"120","0.047361058966474835","0.02479338842975208","0.05943854880025092","0.08598501895644112","0.07613687505114153","0.09090909090909093","0.06176548849644297","0.057851239669421475","0.06757600953835347"
"121","0.04697285356511028","0.024590163934426243","0.058951347580576734","0.08528022371909323","0.0755128023048207","0.09016393442622953","0.06142279109423593","0.057377049180327856","0.06702210782082597"
"122","0.04659096044669475","0.02439024390243904","0.05847206833195416","0.09000694276744749","0.0830289583836433","0.09756097560975611","0.06092341880891694","0.05691056910569105","0.0664772126352908"
"123","0.04621522689470528","0.024193548387096787","0.05800051939379324","0.08928108032577453","0.08235937000958166","0.09677419354838711","0.06043210091529664","0.0564516129032258","0.06594110608178039"
"124","0.048512171746214305","0.024000000000000014","0.0655365152386429","0.091233498349835","0.08170049504950501","0.10400000000000001","0.05994864410797427","0.055999999999999994","0.06541357723312614"
"125","0.04812715451013324","0.023809523809523822","0.06501638416532034","0.09050942296610615","0.08105207842212798","0.10317460317460318","0.059472861218228444","0.05555555555555555","0.06489442185826007"
"126","0.04774820053761251","0.023622047244094502","0.06450444413252254","0.08979675034432578","0.08041387308022147","0.10236220472440946","0.059004570972415626","0.05511811023622047","0.06438344215858872"
"127","0.047375167720912416","0.023437500000000014","0.06400050316273721","0.08909521323226073","0.07978563969678223","0.10156250000000001","0.05854359776169363","0.0546875","0.06388044651672475"
"128","0.0470079183587348","0.023255813953488386","0.06350437523124312","0.0884045526645688","0.07916714636579943","0.10077519379844962","0.058089771422455694","0.05426356589147287","0.06338524925690518"
"129","0.04664631898674452","0.023076923076923092","0.06301588003715664","0.08772451764407212","0.07855816831683174","0.1","0.057642927026898334","0.05384615384615384","0.06289767041646745"
"130","0.046290240215853345","0.02290076335877864","0.0625348427849646","0.08705486483762881","0.07795848764265745","0.09923664122137404","0.05720290468318156","0.05343511450381679","0.062417535527792126"
"131","0.048464809103106986","0.022727272727272742","0.062061093975987594","0.0863953582858286","0.07736789303930398","0.09848484848484848","0.056769549344672605","0.05303030303030303","0.061944675410157336"
"132","0.04810041204218137","0.022556390977443625","0.061594469209250845","0.08574576912578476","0.07678617955780545","0.09774436090225563","0.05884897629195577","0.052631578947368425","0.06243642395751566"
"133","0.04774145374335912","0.022388059701492553","0.06113480899127136","0.08759343751539334","0.07621314836707556","0.09701492537313432","0.05840980482709043","0.05223880597014926","0.06197048049514614"
"134","0.04738781334526016","0.022222222222222237","0.06068195855429898","0.08694459723750153","0.07564860652731945","0.09629629629629628","0.05797713960614901","0.05185185185185186","0.0615114398988858"
"135","0.049490353933407755","0.02205882352941178","0.06758870885904679","0.08875627912055911","0.08244530794991269","0.09558823529411763","0.05755083710904498","0.05147058823529412","0.06105914989962929"
"136","0.04912911047403982","0.021897810218978117","0.06709536061919973","0.08810842306858423","0.08184351738093522","0.09489051094890509","0.05713075800605925","0.05109489051094891","0.060613462674084545"
"137","0.048773102427126486","0.021739130434782622","0.0666091623538432","0.08746995623475391","0.0812504484144067","0.09420289855072463","0.05671676700601535","0.05072463768115943","0.06017423468369263"
"138","0.04842221679815436","0.021582733812949652","0.06612995974698102","0.08923875750884441","0.08066591281430306","0.0935251798561151","0.05630873271100804","0.05035971223021584","0.0597413265205006"
"139","0.048076343821024686","0.02142857142857144","0.06565760289164545","0.08860133781235267","0.08008972772277233","0.09285714285714285","0.05590652747735799","0.05000000000000001","0.05931460275963988"
"140","0.047735376843570605","0.02127659574468086","0.06519194613354867","0.08797295952999556","0.07952171546941933","0.09219858156028368","0.0555100272824831","0.049645390070921995","0.05889393181808215"
"141","0.04739921221791166","0.02112676056338029","0.06473284792134058","0.08735343164598151","0.07896170338864877","0.09154929577464788","0.055119111597395194","0.049295774647887335","0.05847918581936326"
"142","0.047067749195408785","0.02097902097902099","0.0642801706631494","0.08674256848761801","0.07840952364467221","0.0909090909090909","0.05473366326454628","0.04895104895104896","0.0580702404639831"
"143","0.046740889825996224","0.020833333333333346","0.06383378058909975","0.08845500435460213","0.07786501306380643","0.09722222222222221","0.054353568380764695","0.04861111111111112","0.057666974905205434"
"144","0.04641853886167901","0.020689655172413807","0.06339354761951975","0.08784496984181177","0.07732801297371121","0.09655172413793102","0.053978716185035296","0.048275862068965524","0.05726927162999712"
"145","0.046100603663996285","0.020547945205479465","0.06295934523856414","0.08724329196618293","0.07679836904923373","0.09589041095890409","0.05589210397372227","0.04794520547945206","0.06372633141335331"
"146","0.04578699411526161","0.020408163265306135","0.06253105037299568","0.08891737388024516","0.08307865225298044","0.09523809523809522","0.0555118855793432","0.04761904761904762","0.06329281895475906"
"147","0.047729874785653985","0.020270270270270282","0.06210854327588085","0.08831658081348676","0.08251731000802788","0.09459459459459457","0.05513680527137466","0.0472972972972973","0.06286516477263232"
"148","0.04740954005554893","0.020134228187919476","0.0616917074149689","0.08996098854851929","0.08196350255830957","0.09395973154362414","0.05476675959841242","0.04697986577181208","0.06244325091509788"
"149","0.047093476455178605","0.02000000000000001","0.06128042936553577","0.09158347084708472","0.08141707920792084","0.09999999999999998","0.054401647867756336","0.04666666666666667","0.06202696257566389"
"150","0.04678159912766086","0.019867549668874183","0.060874598707485864","0.09097695779511726","0.0808778932529015","0.09933774834437084","0.054041372054062585","0.046357615894039736","0.061616187989070086"
"151","0.046473825449189404","0.01973684210526317","0.060474107926515565","0.09037842517804412","0.08034580184992188","0.09868421052631576","0.05368583671160165","0.046052631578947366","0.06121081833124726"
"152","0.04834872419353022","0.019607843137254916","0.06661480003157103","0.0897877165167497","0.07982066589011846","0.09803921568627448","0.05333494888995719","0.0457516339869281","0.06081074762319989"
"153","0.048034771439026784","0.019480519480519494","0.06618223639500238","0.08920467939651107","0.07930234987784497","0.09740259740259738","0.05310429438430756","0.04545454545454545","0.06041587263863366"
"154","0.04772486968780725","0.019354838709677434","0.06575525422471204","0.08862916533588844","0.07879072181411693","0.09677419354838708","0.052761686033441065","0.04516129032258064","0.0600260928151586"
"155","0.047418941035962336","0.019230769230769246","0.06533374618481004","0.08806102966065837","0.07828565308453926","0.09615384615384613","0.05242347009732926","0.04487179487179487","0.059641310168907585"
"156","0.04711690956439569","0.019108280254777087","0.06491760767407877","0.087500131382565","0.07778701835151672","0.09554140127388533","0.054212704895010816","0.044585987261146494","0.05926142921241773"
"157","0.046818701276013446","0.018987341772151917","0.0645067367394327","0.08694633308267537","0.07729469545055775","0.09493670886075947","0.05386958650959936","0.04430379746835443","0.05888635687563027"
"158","0.046524244035283796","0.018867924528301903","0.06410103399264382","0.08639950079913651","0.07680856529049135","0.09433962264150941","0.05772365619612179","0.0440251572327044","0.06480531060597222"
"159","0.04623346751006328","0.018750000000000017","0.0637004025301898","0.08794283725247524","0.07632851175742578","0.09999999999999998","0.05736288334489603","0.04375","0.06440027741468489"
"160","0.04801669649033203","0.018633540372670825","0.06951592798031284","0.08946700182440605","0.07585442162228649","0.10559006211180122","0.05907698551873725","0.043478260869565216","0.07021145581583592"
"161","0.04772029712928061","0.018518518518518535","0.0690868173137677","0.08891473638104552","0.07538618445177855","0.10493827160493825","0.05871231276862159","0.043209876543209874","0.06977805176759001"
"162","0.04742753457020526","0.018404907975460138","0.06866297180877526","0.0883692472007937","0.07492369252262654","0.10429447852760734","0.06039710430582842","0.042944785276073615","0.06934996556042688"
"163","0.047138342286240593","0.018292682926829285","0.06824429515140468","0.08986293065282137","0.08056440171456174","0.10365853658536583","0.06002882927957336","0.04268292682926829","0.06892709991676575"
